,sid,scode,click,unclick,buy,sell,first_exposed_time,last_interaction_time,p_berr,price,change,changepct,volume,color,name,exp_type,user_id,exp_seq
1289,9,HD,1,4,100,0,0,4,0.9096617580659964,415.4,4.06,0.99,2625183,#E24A4A,Home Depot Inc,Ranked Full Features,5,5
1290,1,MSFT,1,4,50,0,0,3,0.8680198304793711,342.54,9.44,2.83,38095694,#E24A4A,Microsoft Corporation,Ranked Full Features,5,5
1291,104,DIS,0,0,0,0,5,-1,0.8613358117137114,152.71,-0.23,-0.15,10247891,#3485FF,Walt Disney Co,Ranked Full Features,5,5
1292,103,RBLX,0,0,0,0,5,-1,0.4507425301008897,115.89,-0.41,-0.35,11778202,#3485FF,Roblox Corp,Ranked Full Features,5,5
1293,119,MRNA,0,2,0,0,3,-1,0.2842234901553686,257.06,-15.15,-5.57,17506624,#3485FF,Moderna Inc,Ranked Full Features,5,5
1294,100,FB,0,2,0,0,3,-1,0.2485155050498001,329.75,-0.07,-0.02,14527969,#3485FF,Meta Platforms Inc,Ranked Full Features,5,5
1295,111,CEI,0,1,0,0,4,-1,0.1915058699430597,1.1,0.03,2.8,13013785,#E24A4A,Camber Energy Inc,Ranked Full Features,5,5
1296,116,TSM,0,3,0,0,3,-1,0.1859238424615774,119.13,-0.37,-0.31,5973913,#3485FF,Taiwan Semiconductor Mfg. Co. Ltd.,Ranked Full Features,5,5
1297,18,PFE,0,5,0,0,0,-1,0.1801824463021416,52.78,0.7,1.34,26079361,#E24A4A,Pfizer Inc.,Ranked Full Features,5,5
1298,108,MU,0,3,0,0,2,-1,0.1316833636986283,85.54,0.61,0.72,11955861,#E24A4A,"Micron Technology, Inc.",Ranked Full Features,5,5
1299,106,U,0,1,0,0,4,-1,0.091243477247567,139.47,-0.53,-0.38,3691212,#3485FF,Unity Software Inc,Ranked Full Features,5,5
1300,11,IONQ,0,5,0,0,0,-1,0.0907587192944102,18.57,-0.04,-0.21,3626935,#3485FF,IONQ Inc,Ranked Full Features,5,5
1301,110,ASML,0,4,0,0,1,-1,0.0838996068229434,781.84,9.23,1.19,602664,#E24A4A,ASML Holding NV,Ranked Full Features,5,5
1302,15,MA,0,5,0,0,0,-1,0.0620210273178582,349.92,5.4,1.57,3405910,#E24A4A,Mastercard Inc,Ranked Full Features,5,5
1303,13,BAC,0,5,0,0,0,-1,0.056355290140195,44.52,0.03,0.07,37700187,#E24A4A,Bank of America Corp,Ranked Full Features,5,5
1304,17,NFLX,0,5,0,0,0,-1,0.0432141309561518,611.66,0.66,0.11,2748774,#E24A4A,Netflix Inc,Ranked Full Features,5,5
1305,14,PG,0,5,0,0,0,-1,0.0257697678597705,155.46,2.14,1.4,7172321,#E24A4A,Procter & Gamble Co,Ranked Full Features,5,5
1306,113,AMD,0,4,0,0,1,-1,0.0104506455083201,138.55,0.45,0.33,42224275,#E24A4A,"Advanced Micro Devices, Inc.",Ranked Full Features,5,5
1307,19,NKE,0,5,0,0,0,-1,0.0093159876067167,169.06,0.96,0.57,4791125,#E24A4A,Nike Inc,Ranked Full Features,5,5
1308,8,V,0,5,0,0,0,-1,0.0089721023279134,213.4,2.01,0.95,8882718,#E24A4A,Visa Inc,Ranked Full Features,5,5
1309,12,WMT,0,5,0,0,0,-1,0.0027719851706945,141.03,2.53,1.83,12858541,#E24A4A,Walmart Inc,Ranked Full Features,5,5
1310,0,AAPL,1,0,200,0,0,0,0.9819902907482034,179.45,4.89,2.8,115402731,#E24A4A,Apple Inc,Ranked Full Features,6,1
1311,5,NVDA,1,0,100,0,0,0,0.9656578627416575,301.98,-2.92,-0.96,48882509,#3485FF,NVIDIA Corporation,Ranked Full Features,6,1
1312,100,FB,0,0,0,0,1,-1,0.962303357381044,329.75,-0.07,-0.02,14527969,#3485FF,Meta Platforms Inc,Ranked Full Features,6,1
1313,6,XOM,0,1,0,0,0,-1,0.7110593705075918,63.01,0.4,0.64,17942383,#E24A4A,Exxon Mobil Corp,Ranked Full Features,6,1
1314,2,GOOG,0,1,0,0,0,-1,0.5833276506775118,2973.5,11.38,0.38,1081923,#E24A4A,Alphabet Inc Class C,Ranked Full Features,6,1
1315,7,JPM,0,1,0,0,0,-1,0.575079751788012,159.82,-0.64,-0.4,10405374,#3485FF,JPMorgan Chase & Co.,Ranked Full Features,6,1
1316,1,MSFT,0,1,0,0,0,-1,0.558247299606971,342.54,9.44,2.83,38095694,#E24A4A,Microsoft Corporation,Ranked Full Features,6,1
1317,9,HD,0,1,0,0,0,-1,0.4665799844809943,415.4,4.06,0.99,2625183,#E24A4A,Home Depot Inc,Ranked Full Features,6,1
1318,17,NFLX,0,1,0,0,0,-1,0.4242438379596719,611.66,0.66,0.11,2748774,#E24A4A,Netflix Inc,Ranked Full Features,6,1
1319,4,LCID,0,1,0,0,0,-1,0.4030767127644052,37.66,1.14,3.12,91795824,#E24A4A,Lucid Group Inc,Ranked Full Features,6,1
1320,12,WMT,0,1,0,0,0,-1,0.3467744072789,141.03,2.53,1.83,12858541,#E24A4A,Walmart Inc,Ranked Full Features,6,1
1321,15,MA,0,1,0,0,0,-1,0.3286185844956961,349.92,5.4,1.57,3405910,#E24A4A,Mastercard Inc,Ranked Full Features,6,1
1322,19,NKE,0,1,0,0,0,-1,0.3105672214351594,169.06,0.96,0.57,4791125,#E24A4A,Nike Inc,Ranked Full Features,6,1
1323,10,JNJ,0,1,0,0,0,-1,0.2696255033748774,165.49,-0.41,-0.25,6572247,#3485FF,Johnson & Johnson,Ranked Full Features,6,1
1324,112,ABNB,0,0,0,0,1,-1,0.2367368348585186,180.42,-1.04,-0.57,3980441,#3485FF,Airbnb Inc,Ranked Full Features,6,1
1325,18,PFE,0,1,0,0,0,-1,0.2267057129200584,52.78,0.7,1.34,26079361,#E24A4A,Pfizer Inc.,Ranked Full Features,6,1
1326,13,BAC,0,1,0,0,0,-1,0.2064339733539518,44.52,0.03,0.07,37700187,#E24A4A,Bank of America Corp,Ranked Full Features,6,1
1327,14,PG,0,1,0,0,0,-1,0.1422633029418182,155.46,2.14,1.4,7172321,#E24A4A,Procter & Gamble Co,Ranked Full Features,6,1
1328,3,AMZN,0,1,0,0,0,-1,0.1351933053947336,3444.24,-39.18,-1.12,3034488,#3485FF,"Amazon.com, Inc.",Ranked Full Features,6,1
1329,11,IONQ,0,1,0,0,0,-1,0.1214386845076409,18.57,-0.04,-0.21,3626935,#3485FF,IONQ Inc,Ranked Full Features,6,1
1330,16,ADBE,0,1,0,0,0,-1,0.0153832450092125,654.45,21.88,3.46,2872975,#E24A4A,Adobe Inc,Ranked Full Features,6,1
1331,8,V,0,1,0,0,0,-1,0.0141473841619588,213.4,2.01,0.95,8882718,#E24A4A,Visa Inc,Ranked Full Features,6,1
1332,2,GOOG,1,1,1000,0,0,1,0.9961228062941992,2973.5,11.38,0.38,1081923,#E24A4A,Alphabet Inc Class C,Ranked Full Features,6,2
1333,0,AAPL,1,1,200,0,0,0,0.9834457560919592,179.45,4.89,2.8,115402731,#E24A4A,Apple Inc,Ranked Full Features,6,2
1334,8,V,1,1,200,0,0,1,0.9829302771148506,213.4,2.01,0.95,8882718,#E24A4A,Visa Inc,Ranked Full Features,6,2
1335,5,NVDA,1,1,100,0,0,0,0.9723421043826892,301.98,-2.92,-0.96,48882509,#3485FF,NVIDIA Corporation,Ranked Full Features,6,2
1336,14,PG,1,1,100,0,0,1,0.9394241764268192,155.46,2.14,1.4,7172321,#E24A4A,Procter & Gamble Co,Ranked Full Features,6,2
1337,104,DIS,0,0,0,0,2,-1,0.8278216888818173,152.71,-0.23,-0.15,10247891,#3485FF,Walt Disney Co,Ranked Full Features,6,2
1338,13,BAC,0,2,0,0,0,-1,0.4901793412464977,44.52,0.03,0.07,37700187,#E24A4A,Bank of America Corp,Ranked Full Features,6,2
1339,17,NFLX,0,2,0,0,0,-1,0.3367105049255752,611.66,0.66,0.11,2748774,#E24A4A,Netflix Inc,Ranked Full Features,6,2
1340,3,AMZN,0,2,0,0,0,-1,0.3316420637969363,3444.24,-39.18,-1.12,3034488,#3485FF,"Amazon.com, Inc.",Ranked Full Features,6,2
1341,6,XOM,0,2,0,0,0,-1,0.3217096685709503,63.01,0.4,0.64,17942383,#E24A4A,Exxon Mobil Corp,Ranked Full Features,6,2
1342,18,PFE,0,2,0,0,0,-1,0.3115570396855026,52.78,0.7,1.34,26079361,#E24A4A,Pfizer Inc.,Ranked Full Features,6,2
1343,10,JNJ,0,2,0,0,0,-1,0.2196304031588942,165.49,-0.41,-0.25,6572247,#3485FF,Johnson & Johnson,Ranked Full Features,6,2
1344,1,MSFT,0,2,0,0,0,-1,0.2087657969821801,342.54,9.44,2.83,38095694,#E24A4A,Microsoft Corporation,Ranked Full Features,6,2
1345,15,MA,0,2,0,0,0,-1,0.1452594062951005,349.92,5.4,1.57,3405910,#E24A4A,Mastercard Inc,Ranked Full Features,6,2
1346,113,AMD,0,0,0,0,2,-1,0.1367393030427853,138.55,0.45,0.33,42224275,#E24A4A,"Advanced Micro Devices, Inc.",Ranked Full Features,6,2
1347,11,IONQ,0,2,0,0,0,-1,0.1141434239895936,18.57,-0.04,-0.21,3626935,#3485FF,IONQ Inc,Ranked Full Features,6,2
1348,4,LCID,0,2,0,0,0,-1,0.081450585885199,37.66,1.14,3.12,91795824,#E24A4A,Lucid Group Inc,Ranked Full Features,6,2
1349,112,ABNB,0,1,0,0,1,-1,0.055751854328876,180.42,-1.04,-0.57,3980441,#3485FF,Airbnb Inc,Ranked Full Features,6,2
1350,19,NKE,0,2,0,0,0,-1,0.0262063475398249,169.06,0.96,0.57,4791125,#E24A4A,Nike Inc,Ranked Full Features,6,2
1351,7,JPM,0,2,0,0,0,-1,0.0244206209350049,159.82,-0.64,-0.4,10405374,#3485FF,JPMorgan Chase & Co.,Ranked Full Features,6,2
1352,9,HD,0,2,0,0,0,-1,0.0235132749305005,415.4,4.06,0.99,2625183,#E24A4A,Home Depot Inc,Ranked Full Features,6,2
1353,16,ADBE,0,2,0,0,0,-1,0.0206557407501557,654.45,21.88,3.46,2872975,#E24A4A,Adobe Inc,Ranked Full Features,6,2
1354,12,WMT,0,2,0,0,0,-1,0.0176070492450715,141.03,2.53,1.83,12858541,#E24A4A,Walmart Inc,Ranked Full Features,6,2
1355,100,FB,0,1,0,0,1,-1,0.0059493581506966,329.75,-0.07,-0.02,14527969,#3485FF,Meta Platforms Inc,Ranked Full Features,6,2
1356,2,GOOG,1,2,1000,0,0,1,0.9936622721072088,2973.5,11.38,0.38,1081923,#E24A4A,Alphabet Inc Class C,Ranked Full Features,6,3
1357,12,WMT,1,2,200,0,0,2,0.984724999980575,141.03,2.53,1.83,12858541,#E24A4A,Walmart Inc,Ranked Full Features,6,3
1358,10,JNJ,1,2,0,300,0,2,0.9770225289981308,165.49,-0.41,-0.25,6572247,#3485FF,Johnson & Johnson,Ranked Full Features,6,3
1359,0,AAPL,2,1,200,0,0,2,0.9698016226466945,179.45,4.89,2.8,115402731,#E24A4A,Apple Inc,Ranked Full Features,6,3
1360,8,V,1,2,200,0,0,1,0.9669714794744746,213.4,2.01,0.95,8882718,#E24A4A,Visa Inc,Ranked Full Features,6,3
1361,5,NVDA,1,2,100,0,0,0,0.9412069800650074,301.98,-2.92,-0.96,48882509,#3485FF,NVIDIA Corporation,Ranked Full Features,6,3
1362,14,PG,1,2,100,0,0,1,0.9350661728323032,155.46,2.14,1.4,7172321,#E24A4A,Procter & Gamble Co,Ranked Full Features,6,3
1363,113,AMD,0,1,0,0,2,-1,0.8054476506933136,138.55,0.45,0.33,42224275,#E24A4A,"Advanced Micro Devices, Inc.",Ranked Full Features,6,3
1364,116,TSM,0,0,0,0,3,-1,0.4452173330577538,119.13,-0.37,-0.31,5973913,#3485FF,Taiwan Semiconductor Mfg. Co. Ltd.,Ranked Full Features,6,3
1365,112,ABNB,0,2,0,0,1,-1,0.4169845989773685,180.42,-1.04,-0.57,3980441,#3485FF,Airbnb Inc,Ranked Full Features,6,3
1366,11,IONQ,0,3,0,0,0,-1,0.3415277248420736,18.57,-0.04,-0.21,3626935,#3485FF,IONQ Inc,Ranked Full Features,6,3
1367,106,U,0,0,0,0,3,-1,0.2522777956511751,139.47,-0.53,-0.38,3691212,#3485FF,Unity Software Inc,Ranked Full Features,6,3
1368,3,AMZN,0,3,0,0,0,-1,0.1592758813039821,3444.24,-39.18,-1.12,3034488,#3485FF,"Amazon.com, Inc.",Ranked Full Features,6,3
1369,9,HD,0,3,0,0,0,-1,0.1584563454647227,415.4,4.06,0.99,2625183,#E24A4A,Home Depot Inc,Ranked Full Features,6,3
1370,19,NKE,0,3,0,0,0,-1,0.1579303128372547,169.06,0.96,0.57,4791125,#E24A4A,Nike Inc,Ranked Full Features,6,3
1371,16,ADBE,0,3,0,0,0,-1,0.1286408734451751,654.45,21.88,3.46,2872975,#E24A4A,Adobe Inc,Ranked Full Features,6,3
1372,13,BAC,0,3,0,0,0,-1,0.1123022105174882,44.52,0.03,0.07,37700187,#E24A4A,Bank of America Corp,Ranked Full Features,6,3
1373,17,NFLX,0,3,0,0,0,-1,0.1112013155828105,611.66,0.66,0.11,2748774,#E24A4A,Netflix Inc,Ranked Full Features,6,3
1374,18,PFE,0,3,0,0,0,-1,0.1081792632600071,52.78,0.7,1.34,26079361,#E24A4A,Pfizer Inc.,Ranked Full Features,6,3
1375,15,MA,0,3,0,0,0,-1,0.0724850796811217,349.92,5.4,1.57,3405910,#E24A4A,Mastercard Inc,Ranked Full Features,6,3
1376,6,XOM,0,3,0,0,0,-1,0.0375896769264484,63.01,0.4,0.64,17942383,#E24A4A,Exxon Mobil Corp,Ranked Full Features,6,3
1377,7,JPM,0,3,0,0,0,-1,0.0342048270371016,159.82,-0.64,-0.4,10405374,#3485FF,JPMorgan Chase & Co.,Ranked Full Features,6,3
1378,1,MSFT,0,3,0,0,0,-1,0.0331590199004392,342.54,9.44,2.83,38095694,#E24A4A,Microsoft Corporation,Ranked Full Features,6,3
1379,4,LCID,0,3,0,0,0,-1,0.0248198019831199,37.66,1.14,3.12,91795824,#E24A4A,Lucid Group Inc,Ranked Full Features,6,3
1380,104,DIS,0,1,0,0,2,-1,0.0214508166392141,152.71,-0.23,-0.15,10247891,#3485FF,Walt Disney Co,Ranked Full Features,6,3
1381,100,FB,0,2,0,0,1,-1,0.0170645674098055,329.75,-0.07,-0.02,14527969,#3485FF,Meta Platforms Inc,Ranked Full Features,6,3
1382,2,GOOG,1,3,1000,0,0,1,0.992131133599938,2973.5,11.38,0.38,1081923,#E24A4A,Alphabet Inc Class C,Ranked Full Features,6,4
1383,15,MA,1,3,500,0,0,3,0.9887703872202472,349.92,5.4,1.57,3405910,#E24A4A,Mastercard Inc,Ranked Full Features,6,4
1384,11,IONQ,1,3,300,0,0,3,0.9833397782287766,18.57,-0.04,-0.21,3626935,#3485FF,IONQ Inc,Ranked Full Features,6,4
1385,8,V,2,2,400,0,0,3,0.9804708578468986,213.4,2.01,0.95,8882718,#E24A4A,Visa Inc,Ranked Full Features,6,4
1386,0,AAPL,2,2,200,0,0,2,0.9719858376817818,179.45,4.89,2.8,115402731,#E24A4A,Apple Inc,Ranked Full Features,6,4
1387,10,JNJ,1,3,0,300,0,2,0.9715746046459808,165.49,-0.41,-0.25,6572247,#3485FF,Johnson & Johnson,Ranked Full Features,6,4
1388,12,WMT,1,3,200,0,0,2,0.9505843477210888,141.03,2.53,1.83,12858541,#E24A4A,Walmart Inc,Ranked Full Features,6,4
1389,5,NVDA,1,3,100,0,0,0,0.9257826227293554,301.98,-2.92,-0.96,48882509,#3485FF,NVIDIA Corporation,Ranked Full Features,6,4
1390,14,PG,1,3,100,0,0,1,0.9178991988450484,155.46,2.14,1.4,7172321,#E24A4A,Procter & Gamble Co,Ranked Full Features,6,4
1391,107,NKLA,0,0,0,0,4,-1,0.8851027857072713,9.72,-0.22,-2.21,7377308,#3485FF,Nikola Corporation,Ranked Full Features,6,4
1392,116,TSM,0,1,0,0,3,-1,0.5155015549724947,119.13,-0.37,-0.31,5973913,#3485FF,Taiwan Semiconductor Mfg. Co. Ltd.,Ranked Full Features,6,4
1393,113,AMD,0,2,0,0,2,-1,0.3604926956434957,138.55,0.45,0.33,42224275,#E24A4A,"Advanced Micro Devices, Inc.",Ranked Full Features,6,4
1394,106,U,0,1,0,0,3,-1,0.3489981424493023,139.47,-0.53,-0.38,3691212,#3485FF,Unity Software Inc,Ranked Full Features,6,4
1395,6,XOM,0,4,0,0,0,-1,0.2918076237636893,63.01,0.4,0.64,17942383,#E24A4A,Exxon Mobil Corp,Ranked Full Features,6,4
1396,104,DIS,0,2,0,0,2,-1,0.1614549904308752,152.71,-0.23,-0.15,10247891,#3485FF,Walt Disney Co,Ranked Full Features,6,4
1397,103,RBLX,0,0,0,0,4,-1,0.1418794630241875,115.89,-0.41,-0.35,11778202,#3485FF,Roblox Corp,Ranked Full Features,6,4
1398,3,AMZN,0,4,0,0,0,-1,0.1072274376464573,3444.24,-39.18,-1.12,3034488,#3485FF,"Amazon.com, Inc.",Ranked Full Features,6,4
1399,13,BAC,0,4,0,0,0,-1,0.103279977445046,44.52,0.03,0.07,37700187,#E24A4A,Bank of America Corp,Ranked Full Features,6,4
1400,112,ABNB,0,3,0,0,1,-1,0.1014899522481304,180.42,-1.04,-0.57,3980441,#3485FF,Airbnb Inc,Ranked Full Features,6,4
1401,1,MSFT,0,4,0,0,0,-1,0.0807960707590837,342.54,9.44,2.83,38095694,#E24A4A,Microsoft Corporation,Ranked Full Features,6,4
1402,18,PFE,0,4,0,0,0,-1,0.0787640405924998,52.78,0.7,1.34,26079361,#E24A4A,Pfizer Inc.,Ranked Full Features,6,4
1403,9,HD,0,4,0,0,0,-1,0.0711532066287531,415.4,4.06,0.99,2625183,#E24A4A,Home Depot Inc,Ranked Full Features,6,4
1404,19,NKE,0,4,0,0,0,-1,0.0424185701511045,169.06,0.96,0.57,4791125,#E24A4A,Nike Inc,Ranked Full Features,6,4
1405,16,ADBE,0,4,0,0,0,-1,0.0370027925644349,654.45,21.88,3.46,2872975,#E24A4A,Adobe Inc,Ranked Full Features,6,4
1406,17,NFLX,0,4,0,0,0,-1,0.0363140409560217,611.66,0.66,0.11,2748774,#E24A4A,Netflix Inc,Ranked Full Features,6,4
1407,4,LCID,0,4,0,0,0,-1,0.0276522818860479,37.66,1.14,3.12,91795824,#E24A4A,Lucid Group Inc,Ranked Full Features,6,4
1408,7,JPM,0,4,0,0,0,-1,0.0143509804686031,159.82,-0.64,-0.4,10405374,#3485FF,JPMorgan Chase & Co.,Ranked Full Features,6,4
1409,100,FB,0,3,0,0,1,-1,0.0129616012238021,329.75,-0.07,-0.02,14527969,#3485FF,Meta Platforms Inc,Ranked Full Features,6,4
1410,2,GOOG,1,4,1000,0,0,1,0.990730125228932,2973.5,11.38,0.38,1081923,#E24A4A,Alphabet Inc Class C,Ranked Full Features,6,5
1411,14,PG,2,3,100,400,0,4,0.985889223894206,155.46,2.14,1.4,7172321,#E24A4A,Procter & Gamble Co,Ranked Full Features,6,5
1412,15,MA,1,4,500,0,0,3,0.98389952299896,349.92,5.4,1.57,3405910,#E24A4A,Mastercard Inc,Ranked Full Features,6,5
1413,8,V,2,3,400,0,0,3,0.9834412361822554,213.4,2.01,0.95,8882718,#E24A4A,Visa Inc,Ranked Full Features,6,5
1414,7,JPM,1,4,300,0,0,4,0.9798123032683984,159.82,-0.64,-0.4,10405374,#3485FF,JPMorgan Chase & Co.,Ranked Full Features,6,5
1415,10,JNJ,1,4,0,300,0,2,0.9785255238747762,165.49,-0.41,-0.25,6572247,#3485FF,Johnson & Johnson,Ranked Full Features,6,5
1416,11,IONQ,2,3,400,0,0,4,0.9752650411644744,18.57,-0.04,-0.21,3626935,#3485FF,IONQ Inc,Ranked Full Features,6,5
1417,12,WMT,1,4,200,0,0,2,0.9599114486741028,141.03,2.53,1.83,12858541,#E24A4A,Walmart Inc,Ranked Full Features,6,5
1418,0,AAPL,2,3,200,0,0,2,0.9544460885265112,179.45,4.89,2.8,115402731,#E24A4A,Apple Inc,Ranked Full Features,6,5
1419,5,NVDA,1,4,100,0,0,0,0.9342320529173714,301.98,-2.92,-0.96,48882509,#3485FF,NVIDIA Corporation,Ranked Full Features,6,5
1420,118,SBUX,0,0,0,0,5,-1,0.8851749475194084,116.73,1.38,1.2,6110960,#E24A4A,Starbucks Corporation,Ranked Full Features,6,5
1421,107,NKLA,0,1,0,0,4,-1,0.8107796202397032,9.72,-0.22,-2.21,7377308,#3485FF,Nikola Corporation,Ranked Full Features,6,5
1422,103,RBLX,0,1,0,0,4,-1,0.5471598088369547,115.89,-0.41,-0.35,11778202,#3485FF,Roblox Corp,Ranked Full Features,6,5
1423,116,TSM,0,2,0,0,3,-1,0.4385133279177404,119.13,-0.37,-0.31,5973913,#3485FF,Taiwan Semiconductor Mfg. Co. Ltd.,Ranked Full Features,6,5
1424,115,BA,0,0,0,0,5,-1,0.2502048073380098,205.06,-2.5,-1.2,6040048,#3485FF,Boeing Co,Ranked Full Features,6,5
1425,100,FB,0,4,0,0,1,-1,0.199876927986821,329.75,-0.07,-0.02,14527969,#3485FF,Meta Platforms Inc,Ranked Full Features,6,5
1426,3,AMZN,0,5,0,0,0,-1,0.1527541170858058,3444.24,-39.18,-1.12,3034488,#3485FF,"Amazon.com, Inc.",Ranked Full Features,6,5
1427,13,BAC,0,5,0,0,0,-1,0.0941321766432561,44.52,0.03,0.07,37700187,#E24A4A,Bank of America Corp,Ranked Full Features,6,5
1428,106,U,0,2,0,0,3,-1,0.0613591632661605,139.47,-0.53,-0.38,3691212,#3485FF,Unity Software Inc,Ranked Full Features,6,5
1429,113,AMD,0,3,0,0,2,-1,0.0459620528273817,138.55,0.45,0.33,42224275,#E24A4A,"Advanced Micro Devices, Inc.",Ranked Full Features,6,5
1430,9,HD,0,5,0,0,0,-1,0.0320419477266711,415.4,4.06,0.99,2625183,#E24A4A,Home Depot Inc,Ranked Full Features,6,5
1431,1,MSFT,0,5,0,0,0,-1,0.0301131869649138,342.54,9.44,2.83,38095694,#E24A4A,Microsoft Corporation,Ranked Full Features,6,5
1432,112,ABNB,0,4,0,0,1,-1,0.0237655720764205,180.42,-1.04,-0.57,3980441,#3485FF,Airbnb Inc,Ranked Full Features,6,5
1433,19,NKE,0,5,0,0,0,-1,0.017891185516605,169.06,0.96,0.57,4791125,#E24A4A,Nike Inc,Ranked Full Features,6,5
1434,104,DIS,0,3,0,0,2,-1,0.0151645842333535,152.71,-0.23,-0.15,10247891,#3485FF,Walt Disney Co,Ranked Full Features,6,5
1435,6,XOM,0,5,0,0,0,-1,0.0130817824299186,63.01,0.4,0.64,17942383,#E24A4A,Exxon Mobil Corp,Ranked Full Features,6,5
1436,16,ADBE,0,5,0,0,0,-1,0.0129856876439495,654.45,21.88,3.46,2872975,#E24A4A,Adobe Inc,Ranked Full Features,6,5
1437,17,NFLX,0,5,0,0,0,-1,0.0116280919149971,611.66,0.66,0.11,2748774,#E24A4A,Netflix Inc,Ranked Full Features,6,5
1438,18,PFE,0,5,0,0,0,-1,0.0022031859575659,52.78,0.7,1.34,26079361,#E24A4A,Pfizer Inc.,Ranked Full Features,6,5
1439,4,LCID,0,5,0,0,0,-1,0.0005873451438882,37.66,1.14,3.12,91795824,#E24A4A,Lucid Group Inc,Ranked Full Features,6,5
1440,2,GOOG,1,5,1000,0,0,1,0.9907472955374652,2973.5,11.38,0.38,1081923,#E24A4A,Alphabet Inc Class C,Ranked Full Features,6,6
1441,15,MA,1,5,500,0,0,3,0.9820483509384906,349.92,5.4,1.57,3405910,#E24A4A,Mastercard Inc,Ranked Full Features,6,6
1442,14,PG,3,3,400,400,0,5,0.9804915122263056,155.46,2.14,1.4,7172321,#E24A4A,Procter & Gamble Co,Ranked Full Features,6,6
1443,11,IONQ,2,4,400,0,0,4,0.977637672708501,18.57,-0.04,-0.21,3626935,#3485FF,IONQ Inc,Ranked Full Features,6,6
1444,12,WMT,2,4,200,500,0,5,0.9759801249335406,141.03,2.53,1.83,12858541,#E24A4A,Walmart Inc,Ranked Full Features,6,6
1445,8,V,3,3,400,0,0,5,0.9716543014678692,213.4,2.01,0.95,8882718,#E24A4A,Visa Inc,Ranked Full Features,6,6
1446,10,JNJ,1,5,0,300,0,2,0.9646026826123112,165.49,-0.41,-0.25,6572247,#3485FF,Johnson & Johnson,Ranked Full Features,6,6
1447,7,JPM,1,5,300,0,0,4,0.9626681188648478,159.82,-0.64,-0.4,10405374,#3485FF,JPMorgan Chase & Co.,Ranked Full Features,6,6
1448,5,NVDA,1,5,100,0,0,0,0.9505967570034674,301.98,-2.92,-0.96,48882509,#3485FF,NVIDIA Corporation,Ranked Full Features,6,6
1449,0,AAPL,2,4,200,0,0,2,0.9476252731734468,179.45,4.89,2.8,115402731,#E24A4A,Apple Inc,Ranked Full Features,6,6
1450,118,SBUX,0,1,0,0,5,-1,0.4595775285494323,116.73,1.38,1.2,6110960,#E24A4A,Starbucks Corporation,Ranked Full Features,6,6
1451,116,TSM,0,3,0,0,3,-1,0.3232042134570557,119.13,-0.37,-0.31,5973913,#3485FF,Taiwan Semiconductor Mfg. Co. Ltd.,Ranked Full Features,6,6
1452,1,MSFT,0,6,0,0,0,-1,0.22826784208784,342.54,9.44,2.83,38095694,#E24A4A,Microsoft Corporation,Ranked Full Features,6,6
1453,6,XOM,0,6,0,0,0,-1,0.1912769290623772,63.01,0.4,0.64,17942383,#E24A4A,Exxon Mobil Corp,Ranked Full Features,6,6
1454,103,RBLX,0,2,0,0,4,-1,0.1693644170186876,115.89,-0.41,-0.35,11778202,#3485FF,Roblox Corp,Ranked Full Features,6,6
1455,106,U,0,3,0,0,3,-1,0.1226774227633303,139.47,-0.53,-0.38,3691212,#3485FF,Unity Software Inc,Ranked Full Features,6,6
1456,13,BAC,0,6,0,0,0,-1,0.1092350663107028,44.52,0.03,0.07,37700187,#E24A4A,Bank of America Corp,Ranked Full Features,6,6
1457,112,ABNB,0,5,0,0,1,-1,0.0680694916193985,180.42,-1.04,-0.57,3980441,#3485FF,Airbnb Inc,Ranked Full Features,6,6
1458,16,ADBE,0,6,0,0,0,-1,0.0635468266474181,654.45,21.88,3.46,2872975,#E24A4A,Adobe Inc,Ranked Full Features,6,6
1459,113,AMD,0,4,0,0,2,-1,0.0605566620093644,138.55,0.45,0.33,42224275,#E24A4A,"Advanced Micro Devices, Inc.",Ranked Full Features,6,6
1460,3,AMZN,0,6,0,0,0,-1,0.0511434894269631,3444.24,-39.18,-1.12,3034488,#3485FF,"Amazon.com, Inc.",Ranked Full Features,6,6
1461,107,NKLA,0,2,0,0,4,-1,0.040669103357306,9.72,-0.22,-2.21,7377308,#3485FF,Nikola Corporation,Ranked Full Features,6,6
1462,9,HD,0,6,0,0,0,-1,0.0395524151482409,415.4,4.06,0.99,2625183,#E24A4A,Home Depot Inc,Ranked Full Features,6,6
1463,18,PFE,0,6,0,0,0,-1,0.0365685648657406,52.78,0.7,1.34,26079361,#E24A4A,Pfizer Inc.,Ranked Full Features,6,6
1464,104,DIS,0,4,0,0,2,-1,0.0345856682402355,152.71,-0.23,-0.15,10247891,#3485FF,Walt Disney Co,Ranked Full Features,6,6
1465,4,LCID,0,6,0,0,0,-1,0.0328222272068527,37.66,1.14,3.12,91795824,#E24A4A,Lucid Group Inc,Ranked Full Features,6,6
1466,115,BA,0,1,0,0,5,-1,0.0147584683473146,205.06,-2.5,-1.2,6040048,#3485FF,Boeing Co,Ranked Full Features,6,6
1467,19,NKE,0,6,0,0,0,-1,0.0065892725100274,169.06,0.96,0.57,4791125,#E24A4A,Nike Inc,Ranked Full Features,6,6
